market,strategy,years,variant,Starting Capital,Final Equity,Total Return,Invested Return,CAGR,Volatility (ann.),sharpe,Sortino,Calmar,Probabilistic Sharpe,Deflated Sharpe,Max Drawdown,Hit Rate,Alpha (ann.),Beta,Avg Exposure,Benchmark Return,Trades,Unique Tickers,Median Trade Return,Avg Trade Return,Best Trade,Worst Trade,Profit Factor,Expectancy,Winning Trades,Losing Trades,Regime Bull Trades,Regime Bull Win Rate,Regime Bull Avg Return,Total Fees,Fee Stt,Fee Stamp Duty,Fee Exchange Txn,Fee Sebi,Fee Gst,Fee Ipft,Fees Pct Capital,Fees Pct Net Pnl,Regime Bear Trades,Regime Bear Win Rate,Regime Bear Avg Return,Regime Pullback Trades,Regime Pullback Win Rate,Regime Pullback Avg Return,Fee Commission
us,tsmom_12_1,1,base,"100,000.00","198,665.19",+98.67%,+45.04%,+99.76%,+42.09%,1.857,+2.763,+3.783,+96.61%,+96.61%,-26.37,+63.64%,+42.56%,+2.109,+98.76%,+21.22%,22,19,+14.88%,+45.45%,+427.86%,-31.95%,+7.333,+45.45%,14,8,22,+63.64%,+45.45%,53.68,,,,,,,+0.05%,+0.05%,,,,,,,53.68
us,tsmom_12_1,2,base,"100,000.00","266,220.02",+166.22%,+38.05%,+63.80%,+32.42%,1.687,+2.428,+2.581,+98.93%,+98.93%,-24.72,+63.64%,+30.40%,+1.332,+99.38%,+47.92%,44,31,+18.38%,+37.80%,+231.55%,-38.42%,+6.752,+37.80%,28,16,42,+61.90%,+36.61%,104.00,,,,,,,+0.10%,+0.06%,1,+100.00%,+39.88%,1,+100.00%,+85.58%,104.00
us,tsmom_12_1,2,invvol2,"100,000.00","176,173.86",+76.17%,+32.01%,+33.03%,+19.96%,1.531,+2.190,+1.916,+98.25%,+98.25%,-17.24,+63.64%,+12.98%,+0.869,+99.38%,+47.92%,44,31,+18.38%,+37.80%,+231.55%,-38.42%,+5.484,+37.80%,28,16,42,+61.90%,+36.61%,55.21,,,,,,,+0.06%,+0.07%,1,+100.00%,+39.88%,1,+100.00%,+85.58%,55.21
us,tsmom_12_1,2,base,"100,000.00","266,220.02",+166.22%,+38.05%,+63.80%,+32.42%,1.687,+2.428,+2.581,+98.93%,+98.93%,-24.72,+63.64%,+30.40%,+1.332,+99.38%,+47.92%,44,31,+18.38%,+37.80%,+231.55%,-38.42%,+6.752,+37.80%,28,16,42,+61.90%,+36.61%,104.00,,,,,,,+0.10%,+0.06%,1,+100.00%,+39.88%,1,+100.00%,+85.58%,104.00
us,tsmom_12_1,3,base,"100,000.00","422,863.70",+322.86%,+48.92%,+62.33%,+25.03%,2.063,+3.103,+2.852,+99.98%,+99.98%,-21.85,+69.70%,+33.39%,+1.104,+99.59%,+78.49%,66,39,+24.14%,+48.92%,+373.45%,-38.42%,+9.639,+48.92%,46,20,63,+68.25%,+48.10%,164.29,,,,,,,+0.16%,+0.05%,2,+100.00%,+31.18%,1,+100.00%,+135.83%,164.29
us,tsmom_12_1,3,invvol2,"100,000.00","247,719.41",+147.72%,+40.20%,+35.63%,+17.27%,1.852,+2.749,+2.465,+99.91%,+99.91%,-14.45,+69.70%,+17.51%,+0.767,+99.59%,+78.49%,66,39,+24.14%,+48.92%,+373.45%,-38.42%,+8.599,+48.92%,46,20,63,+68.25%,+48.10%,88.26,,,,,,,+0.09%,+0.06%,2,+100.00%,+31.18%,1,+100.00%,+135.83%,88.26
us,tsmom_12_1,3,base,"100,000.00","422,863.70",+322.86%,+48.92%,+62.33%,+25.03%,2.063,+3.103,+2.852,+99.98%,+99.98%,-21.85,+69.70%,+33.39%,+1.104,+99.59%,+78.49%,66,39,+24.14%,+48.92%,+373.45%,-38.42%,+9.639,+48.92%,46,20,63,+68.25%,+48.10%,164.29,,,,,,,+0.16%,+0.05%,2,+100.00%,+31.18%,1,+100.00%,+135.83%,164.29
us,tsmom_12_1,5,base,"100,000.00","431,631.14",+331.63%,+31.40%,+34.23%,+25.33%,1.29,+1.871,+1.588,+99.78%,+99.78%,-21.55,+60.19%,+21.11%,+0.975,+99.91%,+84.89%,108,66,+10.67%,+30.75%,+325.68%,-62.48%,+5.178,+30.75%,65,43,89,+61.80%,+31.40%,244.38,,,,,,,+0.24%,+0.07%,11,+36.36%,-4.61%,8,+75.00%,+72.08%,244.38
us,tsmom_12_1,5,invvol2,"100,000.00","284,892.11",+184.89%,+26.18%,+23.46%,+18.36%,1.24,+1.789,+1.436,+99.69%,+99.69%,-16.33,+60.19%,+13.94%,+0.702,+99.91%,+84.89%,108,66,+10.67%,+30.75%,+325.68%,-62.48%,+4.552,+30.75%,65,43,89,+61.80%,+31.40%,159.74,,,,,,,+0.16%,+0.09%,11,+36.36%,-4.61%,8,+75.00%,+72.08%,159.74
us,tsmom_12_1,5,base,"100,000.00","431,631.14",+331.63%,+31.40%,+34.23%,+25.33%,1.29,+1.871,+1.588,+99.78%,+99.78%,-21.55,+60.19%,+21.11%,+0.975,+99.91%,+84.89%,108,66,+10.67%,+30.75%,+325.68%,-62.48%,+5.178,+30.75%,65,43,89,+61.80%,+31.40%,244.38,,,,,,,+0.24%,+0.07%,11,+36.36%,-4.61%,8,+75.00%,+72.08%,244.38
