market,strategy,regime,sizing,sl,tp,trail,cagr,sharpe,sortino,calmar,max_drawdown,total_return,trades,exposure,benchmark_return
india,golden_cross_50_200,"bull,pullback",equal_slot,none,none,0.15,8.731313561565091,0.7460754878284911,1.0466724457190197,0.7238433724291766,-12.062434905307354,28.121277341285378,97.0,78.59437751004016,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,none,none,0.25,15.15049546489642,0.974600001359157,1.379944126797881,0.8364391178352616,-18.113088139763857,51.83302684621533,47.0,86.49263721552877,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,none,0.25,none,16.065594654391123,1.2780763519420526,1.7820912048843802,1.2025758649537486,-13.359319043883367,55.432883274312125,77.0,85.16733601070949,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,none,0.25,0.15,18.75683555820111,1.6398473683324932,2.352165758393089,2.5242311241627657,-7.430712417200845,66.3463234254207,125.0,77.01472556894244,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,none,0.25,0.25,12.797943787296795,1.074902946049134,1.4919181557391599,1.1443239547475104,-11.183846789365342,42.83285098077081,78.0,83.36010709504687,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.08,none,none,12.801605673368655,0.7675083137089682,1.0524999339194736,0.6499227084315614,-19.69712014565913,42.84657824067168,61.0,87.36278447121822,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.08,none,0.15,10.531911238893388,0.8852352963311686,1.2787946856424528,0.8976997277765254,-11.732109204242976,34.50466192396073,116.0,75.5421686746988,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.08,none,0.25,12.081652193438043,0.7838407260272346,1.0551629031603977,0.6418398598177905,-18.823468204152757,40.16446285241828,70.0,86.8273092369478,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.08,0.25,none,14.80135623329839,1.3055291500434798,1.8677339985361936,1.3859860032168032,-10.67929704841549,50.4742565411187,135.0,77.28246318607765,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.08,0.25,0.15,14.175815975056993,1.2906254145200577,1.8677961912678533,1.6857106786870653,-8.40940035219922,48.059979415017295,150.0,75.00669344042838,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.08,0.25,0.25,14.80135623329839,1.3055291500434798,1.8677339985361936,1.3859860032168032,-10.67929704841549,50.4742565411187,135.0,77.28246318607765,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.15,none,none,10.960641851014131,0.6860193879641991,0.9629950082247942,0.4371631192690216,-25.072201583110136,36.05498590760669,44.0,86.54618473895582,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.15,none,0.15,8.262735053415193,0.7021028546727232,0.9760415241140384,0.6522834747872606,-12.667399026335978,26.493663132758538,97.0,78.59437751004016,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.15,none,0.25,9.684335535662814,0.6768730421859824,0.9526751135539249,0.4036537679290313,-23.991688682478678,31.474275392351146,54.0,84.37751004016064,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.15,0.25,none,13.796128536398712,1.1592343221971555,1.6043231516364043,1.2362130296771998,-11.159992820979374,46.607159776660325,86.0,81.95448460508702,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.15,0.25,0.15,18.211833896189432,1.5735143007589243,2.233037545759599,2.4186657039775663,-7.529702788706824,64.09656622766376,125.0,77.01472556894244,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.15,0.25,0.25,11.967798979474598,1.01315020009686,1.4060257144089077,0.7594830649412015,-15.757822039654211,39.74339266477622,91.0,81.52610441767068,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.25,none,none,13.845221239559823,0.828381254087503,1.1677212519909135,0.574809720093573,-24.086616415091182,46.79447218750339,40.0,88.15261044176707,25.83157315193818
