effective_date,symbol
2016-09-30,AIAENG.NS
2016-09-30,AJANTPHARM.NS
2016-09-30,AKZOINDIA.NS
2016-09-30,ALKEM.NS
2016-09-30,AMARAJABAT.NS
2016-09-30,APLLTD.NS
2016-09-30,APOLLOHOSP.NS
2016-09-30,APOLLOTYRE.NS
2016-09-30,ARE&M.NS
2016-09-30,ATUL.NS
2016-09-30,BAJAJCON.NS
2016-09-30,BAJAJHLDNG.NS
2016-09-30,BALKRISIND.NS
2016-09-30,BATAINDIA.NS
2016-09-30,BAYERCROP.NS
2016-09-30,BERGEPAINT.NS
2016-09-30,BHARATFORG.NS
2016-09-30,BIOCON.NS
2016-09-30,BLUEDART.NS
2016-09-30,CASTROLIND.NS
2016-09-30,CESC.NS
2016-09-30,CGPOWER.NS
2016-09-30,CHOLAFIN.NS
2016-09-30,CHOLAHLDNG.NS
2016-09-30,CIEINDIA.NS
2016-09-30,COLPAL.NS
2016-09-30,COROMANDEL.NS
2016-09-30,CPSEETF.NS
2016-09-30,CRISIL.NS
2016-09-30,CROMPTON.NS
2016-09-30,CUMMINSIND.NS
2016-09-30,DALBHARAT.NS
2016-09-30,DBCORP.NS
2016-09-30,DHFL.NS
2016-09-30,DIACABS.NS
2016-09-30,DISHTV.NS
2016-09-30,ECLERX.NS
2016-09-30,EIHOTEL.NS
2016-09-30,EMAMILTD.NS
2016-09-30,ENGINERSIN.NS
2016-09-30,EXIDEIND.NS
2016-09-30,FEDERALBNK.NS
2016-09-30,FORTIS.NS
2016-09-30,GET&D.NS
2016-09-30,GILLETTE.NS
2016-09-30,GLENMARK.NS
2016-09-30,GMRAIRPORT.NS
2016-09-30,GMRINFRA.NS
2016-09-30,GODREJIND.NS
2016-09-30,GODREJPROP.NS
2016-09-30,GPPL.NS
2016-09-30,GSPL.NS
2016-09-30,GUJGASLTD.NS
2016-09-30,GVT&D.NS
2016-09-30,HATHWAY.NS
2016-09-30,HAVELLS.NS
2016-09-30,HEXAWARE.NS
2016-09-30,HINDPETRO.NS
2016-09-30,HONAUT.NS
2016-09-30,IDFC.NS
2016-09-30,IDFCFIRSTB.NS
2016-09-30,IGL.NS
2016-09-30,INDHOTEL.NS
2016-09-30,INDIANB.NS
2016-09-30,INOXWIND.NS
2016-09-30,IPCALAB.NS
2016-09-30,IRB.NS
2016-09-30,JETAIRWAYS.NS
2016-09-30,JINDALSTEL.NS
2016-09-30,JSWDULUX.NS
2016-09-30,JSWENERGY.NS
2016-09-30,JUBLFOOD.NS
2016-09-30,JUBLPHARMA.NS
2016-09-30,KAJARIACER.NS
2016-09-30,KANSAINER.NS
2016-09-30,KRBL.NS
2016-09-30,L&TFH.NS
2016-09-30,LALPATHLAB.NS
2016-09-30,LIQUIDBEES.NS
2016-09-30,LTF.NS
2016-09-30,LTIM.NS
2016-09-30,M&MFIN.NS
2016-09-30,MAHABANK.NS
2016-09-30,MAHINDCIE.NS
2016-09-30,MBECL.NS
2016-09-30,MFSL.NS
2016-09-30,MGL.NS
2016-09-30,MPHASIS.NS
2016-09-30,MRF.NS
2016-09-30,MRPL.NS
2016-09-30,MUTHOOTFIN.NS
2016-09-30,NATCOPHARM.NS
2016-09-30,NATIONALUM.NS
2016-09-30,NAUKRI.NS
2016-09-30,NBCC.NS
2016-09-30,NH.NS
2016-09-30,NLCINDIA.NS
2016-09-30,OBEROIRLTY.NS
2016-09-30,OIL.NS
2016-09-30,PAGEIND.NS
2016-09-30,PCJEWELLER.NS
2016-09-30,PEL.NS
2016-09-30,PETRONET.NS
2016-09-30,PFIZER.NS
2016-09-30,PGHH.NS
2016-09-30,PIIND.NS
2016-09-30,PRESTIGE.NS
2016-09-30,RAJESHEXPO.NS
2016-09-30,RAMCOCEM.NS
2016-09-30,RCOM.NS
2016-09-30,RECLTD.NS
2016-09-30,RELCAPITAL.NS
2016-09-30,RELINFRA.NS
2016-09-30,RPOWER.NS
2016-09-30,SAIL.NS
2016-09-30,SANOFI.NS
2016-09-30,SCHAEFFLER.NS
2016-09-30,SIEMENS.NS
2016-09-30,SJVN.NS
2016-09-30,SOLARINDS.NS
2016-09-30,SPARC.NS
2016-09-30,SRF.NS
2016-09-30,SUNDARMFIN.NS
2016-09-30,SUNTV.NS
2016-09-30,SUPREMEIND.NS
2016-09-30,SUZLON.NS
2016-09-30,SYMPHONY.NS
2016-09-30,SYNGENE.NS
2016-09-30,TATACOMM.NS
2016-09-30,TATACONSUM.NS
2016-09-30,TATAPOWER.NS
2016-09-30,THERMAX.NS
2016-09-30,TORNTPOWER.NS
2016-09-30,TV18BRDCST.NS
2016-09-30,TVSMOTOR.NS
2016-09-30,UBL.NS
2016-09-30,UTISENSETF.NS
2016-09-30,VAKRANGEE.NS
2016-09-30,VHLTD.NS
2016-09-30,VICEROY.NS
2016-09-30,VOLTAS.NS
2016-09-30,VTL.NS
2016-09-30,WELSPUNIND.NS
2016-09-30,WELSPUNLIV.NS
2016-09-30,WHIRLPOOL.NS
2016-09-30,WOCKPHARMA.NS
2017-03-31,3MINDIA.NS
2017-03-31,ABB.NS
2017-03-31,ABBOTINDIA.NS
2017-03-31,ADANIPOWER.NS
2017-03-31,AIAENG.NS
2017-03-31,AJANTPHARM.NS
2017-03-31,AKZOINDIA.NS
2017-03-31,ALKEM.NS
2017-03-31,AMARAJABAT.NS
2017-03-31,APLLTD.NS
2017-03-31,APOLLOHOSP.NS
2017-03-31,APOLLOTYRE.NS
2017-03-31,ARE&M.NS
2017-03-31,ASHOKLEY.NS
2017-03-31,ATUL.NS
2017-03-31,BAJAJHLDNG.NS
2017-03-31,BALKRISIND.NS
2017-03-31,BAYERCROP.NS
2017-03-31,BERGEPAINT.NS
2017-03-31,BHARATFORG.NS
2017-03-31,BIOCON.NS
2017-03-31,BLUEDART.NS
2017-03-31,CASTROLIND.NS
2017-03-31,CESC.NS
2017-03-31,CHOLAFIN.NS
2017-03-31,CHOLAHLDNG.NS
2017-03-31,CIEINDIA.NS
2017-03-31,CONCOR.NS
2017-03-31,COROMANDEL.NS
2017-03-31,CPSEETF.NS
2017-03-31,CRISIL.NS
2017-03-31,CROMPTON.NS
2017-03-31,CUMMINSIND.NS
2017-03-31,DALBHARAT.NS
